"horodatage","date","heure","jour_semaine","jour_index","est_weekend","zone_campus","latitude","longitude","brut_MQ135_ADC","brut_MQ7_ADC","CO_ppm","CO2_ppm","NH3_ppm","temperature_C","humidite_pct","pression_hPa","altitude_m","score_vegetation","AQI_calcule","AQI_categorie","periode_journee","gps_valide"
"2026-05-12 00:20:00","2026-05-12",0,"Mardi",2,"False","Restaurant_U",5.341348,-3.989085,544,188,1.54,445.6,1.91,23.6,87.3,1012.6,88.2,0.116,7.6,"Bon","Nuit","True"
"2026-05-12 00:20:00","2026-05-12",0,"Mardi",2,"False","Zone_Verte",5.340592,-3.991759,547,149,1.06,455,0.42,23.3,91.6,1012.7,91.4,0.812,6.3,"Bon","Nuit","True"
"2026-05-12 00:25:00","2026-05-12",0,"Mardi",2,"False","Amphi_Central",5.344583,-3.991184,517,216,1.93,375,1.02,25.4,93.7,1012.6,95.7,0.146,6.3,"Bon","Nuit","True"
"2026-05-12 00:25:00","2026-05-12",0,"Mardi",2,"False","Cites_Univ",5.337941,-3.995028,529,342,4.17,405.5,1.17,24.5,90,1012.8,82.9,0.24,7.9,"Bon","Nuit","True"
"2026-05-12 00:25:00","2026-05-12",0,"Mardi",2,"False","Parking_Entree",5.348826,-3.98795,529,488,7.74,405.1,1.41,25,92.6,1012.3,97.5,0.053,9.9,"Bon","Nuit","True"
"2026-05-12 00:25:00","2026-05-12",0,"Mardi",2,"False","Restaurant_U",5.341332,-3.989111,540,158,1.17,434.5,1.23,24.5,91.3,1012.4,88.6,0.11,6.8,"Bon","Nuit","True"
"2026-05-12 00:25:00","2026-05-12",0,"Mardi",2,"False","Zone_Verte",5.340596,-3.991769,521,151,1.09,383.8,0.54,24.8,88.4,1010.8,91.7,0.813,5.6,"Bon","Nuit","False"
"2026-05-12 00:30:00","2026-05-12",0,"Mardi",2,"False","Amphi_Central",5.344557,-3.991186,517,220,1.99,375,1,25.2,88,1011.8,95.8,0.142,6.3,"Bon","Nuit","True"
"2026-05-12 00:30:00","2026-05-12",0,"Mardi",2,"False","Cites_Univ",5.337945,-3.99505,517,289,3.13,375,1.36,25.4,90.5,1012.9,83,0.24,7.2,"Bon","Nuit","True"
"2026-05-12 00:30:00","2026-05-12",0,"Mardi",2,"False","Parking_Entree",5.34883,-3.987983,549,465,7.1,460.6,1.65,25.4,87.5,1011.7,97.7,0.052,10.4,"Bon","Nuit","True"
"2026-05-12 00:30:00","2026-05-12",0,"Mardi",2,"False","Restaurant_U",5.341355,-3.989083,517,146,1.03,375,1.64,23.9,90.9,1012.2,88.9,0.115,6.3,"Bon","Nuit","False"
"2026-05-12 00:30:00","2026-05-12",0,"Mardi",2,"False","Zone_Verte",5.340596,-3.991768,517,156,1.15,375,0.45,25.4,90.4,1012.2,92.4,0.812,5.4,"Bon","Nuit","True"
"2026-05-12 00:35:00","2026-05-12",0,"Mardi",2,"False","Amphi_Central",5.344584,-3.991183,517,208,1.82,375,0.9,24.3,93.2,1011.4,95.7,0.143,6.1,"Bon","Nuit","True"
"2026-05-12 00:35:00","2026-05-12",0,"Mardi",2,"False","Cites_Univ",5.337955,-3.995056,533,323,3.77,415.7,1.56,23.9,94.2,1011.7,82.4,0.24,8.1,"Bon","Nuit","True"
"2026-05-12 00:35:00","2026-05-12",0,"Mardi",2,"False","Parking_Entree",5.348807,-3.987978,517,531,9.05,375,1.66,25.4,90.2,1012.2,97.8,0.054,10.4,"Bon","Nuit","True"
"2026-05-12 00:35:00","2026-05-12",0,"Mardi",2,"False","Restaurant_U",5.341357,-3.989104,519,180,1.44,380.5,1.73,24.9,91,1012.7,89,0.113,6.7,"Bon","Nuit","True"
"2026-05-12 00:35:00","2026-05-12",0,"Mardi",2,"False","Zone_Verte",5.34058,-3.991768,530,131,0.87,408,0.58,24.1,89.4,1011.8,91.8,0.812,5.8,"Bon","Nuit","True"
"2026-05-12 00:40:00","2026-05-12",0,"Mardi",2,"False","Amphi_Central",5.344591,-3.991188,517,212,1.88,375,0.87,23.2,90.2,1011.8,95.5,0.144,6.1,"Bon","Nuit","True"
"2026-05-12 00:40:00","2026-05-12",0,"Mardi",2,"False","Cites_Univ",5.337927,-3.99505,552,254,2.53,469.9,1.11,23.9,87.8,1012.1,82.6,0.24,7.8,"Bon","Nuit","True"
"2026-05-12 00:40:00","2026-05-12",0,"Mardi",2,"False","Parking_Entree",5.348815,-3.987964,517,443,6.51,375,1.12,23.2,88.2,1012.2,98.4,0.05,8.7,"Bon","Nuit","True"
"2026-05-12 00:40:00","2026-05-12",0,"Mardi",2,"False","Restaurant_U",5.34134,-3.989096,531,151,1.09,410.2,1.47,24.4,87.9,1012,88.4,0.114,6.6,"Bon","Nuit","True"
"2026-05-12 00:40:00","2026-05-12",0,"Mardi",2,"False","Zone_Verte",5.340592,-3.991756,517,123,0.78,375,0.49,25.5,90.4,1013.1,92.2,0.814,5.3,"Bon","Nuit","True"
"2026-05-12 00:45:00","2026-05-12",0,"Mardi",2,"False","Amphi_Central",5.344577,-3.99119,519,204,1.76,380.1,1.14,24.8,88.9,1012.7,95.4,0.142,6.4,"Bon","Nuit","True"
"2026-05-12 00:45:00","2026-05-12",0,"Mardi",2,"False","Cites_Univ",5.337956,-3.995036,521,331,3.94,384.4,1.77,24.4,88.6,1012.9,82.2,0.237,8,"Bon","Nuit","True"
"2026-05-12 00:45:00","2026-05-12",0,"Mardi",2,"False","Parking_Entree",5.348833,-3.987958,530,455,6.85,407.2,1.45,24.8,93.6,1010.9,98.7,0.052,9.5,"Bon","Nuit","True"
"2026-05-12 00:45:00","2026-05-12",0,"Mardi",2,"False","Restaurant_U",5.341338,-3.989082,549,202,1.73,461.3,1.36,24.9,94.5,1013.4,88.9,0.113,7.5,"Bon","Nuit","True"
"2026-05-12 00:45:00","2026-05-12",0,"Mardi",2,"False","Zone_Verte",5.340582,-3.99176,517,166,1.27,375,0.41,24.8,96.2,1012.3,91.9,0.812,5.5,"Bon","Nuit","True"
"2026-05-12 00:50:00","2026-05-12",0,"Mardi",2,"False","Amphi_Central",5.344608,-3.99118,517,196,1.65,375,0.68,24.8,91.1,1011.8,94.7,0.143,5.9,"Bon","Nuit","True"
"2026-05-12 00:50:00","2026-05-12",0,"Mardi",2,"False","Cites_Univ",5.33795,-3.995049,528,288,3.11,402.3,1.52,24.8,89,1011.8,82.1,0.24,7.6,"Bon","Nuit","True"
"2026-05-12 00:50:00","2026-05-12",0,"Mardi",2,"False","Parking_Entree",5.348822,-3.987951,530,480,7.52,408.4,1.19,24.2,89.1,1011.2,98,0.054,9.6,"Bon","Nuit","True"
"2026-05-12 00:50:00","2026-05-12",0,"Mardi",2,"False","Restaurant_U",5.341344,-3.989096,553,206,1.79,472.7,1.53,24.9,90.3,1013.5,89,0.111,7.8,"Bon","Nuit","True"
"2026-05-12 00:50:00","2026-05-12",0,"Mardi",2,"False","Zone_Verte",5.340587,-3.991764,535,155,1.13,420.9,0.5,24.9,92.2,1012,91.7,0.811,6,"Bon","Nuit","True"
"2026-05-12 00:55:00","2026-05-12",0,"Mardi",2,"False","Amphi_Central",5.344591,-3.991189,517,183,1.48,375,0.91,23.7,91,1012.2,95.1,0.142,6,"Bon","Nuit","True"
"2026-05-12 00:55:00","2026-05-12",0,"Mardi",2,"False","Cites_Univ",5.337944,-3.995041,525,270,2.79,394.9,1.23,24.4,94.4,1012.2,82.4,0.239,7.1,"Bon","Nuit","True"
"2026-05-12 00:55:00","2026-05-12",0,"Mardi",2,"False","Parking_Entree",5.348813,-3.987936,529,504,8.22,405.4,1.35,24.1,88.4,1012.6,98.2,0.055,10.1,"Bon","Nuit","True"
"2026-05-12 00:55:00","2026-05-12",0,"Mardi",2,"False","Restaurant_U",5.341331,-3.989075,536,181,1.45,425,1.63,23.1,93.5,1012.3,88.9,0.109,7.1,"Bon","Nuit","True"
"2026-05-12 00:55:00","2026-05-12",0,"Mardi",2,"False","Zone_Verte",5.340605,-3.991756,527,169,1.3,399.9,0.56,24.3,89.7,1013,91.5,0.81,5.9,"Bon","Nuit","True"
"2026-05-12 01:00:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344575,-3.991191,517,209,1.84,375.6,0.76,24.8,87,1012.3,95.5,0.144,6,"Bon","Nuit","True"
"2026-05-12 01:00:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337946,-3.995049,526,286,3.08,397.6,1.68,25.2,87,1012.8,82.3,0.238,7.7,"Bon","Nuit","True"
"2026-05-12 01:00:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.348809,-3.987941,517,472,7.31,375,1.39,25.3,86.5,1011.3,97.8,0.053,9.3,"Bon","Nuit","True"
"2026-05-12 01:00:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341328,-3.989081,544,161,1.2,447,1.76,24.5,91.2,1011.6,88.7,0.111,7.4,"Bon","Nuit","True"
"2026-05-12 01:00:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340596,-3.991743,527,172,1.34,399.1,0.52,24.4,91.3,1012.9,92.3,0.814,5.9,"Bon","Nuit","True"
"2026-05-12 01:05:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344584,-3.991164,517,208,1.82,375,0.95,25.5,89.9,1012.5,95.4,0.144,6.2,"Bon","Nuit","False"
"2026-05-12 01:05:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337945,-3.995042,519,307,3.46,380.7,1.39,25.5,88,1012.8,82.5,0.242,7.4,"Bon","Nuit","True"
"2026-05-12 01:05:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.34882,-3.987942,548,548,9.58,459.2,1.62,25.5,87.6,1011.6,97.7,0.051,11.6,"Bon","Nuit","True"
"2026-05-12 01:05:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341349,-3.989086,525,169,1.3,395.6,1.25,25.5,93.5,1012.7,88.7,0.112,6.4,"Bon","Nuit","True"
"2026-05-12 01:05:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340591,-3.991734,535,154,1.12,422,0.58,24.9,90.8,1012.4,91.5,0.814,6.1,"Bon","Nuit","True"
"2026-05-12 01:10:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.34457,-3.991189,518,199,1.7,376.6,0.77,25.9,89.6,1012.2,95.5,0.144,6,"Bon","Nuit","True"
"2026-05-12 01:10:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337947,-3.99504,535,273,2.85,422.3,1.18,25,86.4,1011.6,82.8,0.237,7.4,"Bon","Nuit","True"
"2026-05-12 01:10:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.348823,-3.987943,517,503,8.18,375,1.68,24.8,87.3,1011.9,97.7,0.05,9.9,"Bon","Nuit","True"
"2026-05-12 01:10:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341349,-3.989101,541,181,1.45,439.4,1.7,24.7,90.4,1012.4,88.2,0.11,7.4,"Bon","Nuit","True"
"2026-05-12 01:10:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340589,-3.991771,532,140,0.96,414.8,0.46,25.7,90.7,1011.8,92.1,0.813,5.8,"Bon","Nuit","True"
"2026-05-12 01:15:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344577,-3.991197,523,197,1.67,388.9,0.84,24.2,88.7,1011.4,95.3,0.143,6.2,"Bon","Nuit","True"
"2026-05-12 01:15:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337922,-3.99507,529,268,2.76,405.7,1.3,24.7,91.5,1012.9,82.7,0.239,7.3,"Bon","Nuit","True"
"2026-05-12 01:15:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.348824,-3.987955,521,479,7.5,384.3,1.34,25.3,90.3,1012.2,98.6,0.054,9.4,"Bon","Nuit","True"
"2026-05-12 01:15:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341345,-3.989095,527,155,1.13,399.5,1.49,25.4,88.5,1011.6,88.3,0.112,6.6,"Bon","Nuit","True"
"2026-05-12 01:15:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340576,-3.991782,532,160,1.19,413.1,0.5,25.4,91.9,1011.9,91.7,0.813,6,"Bon","Nuit","True"
"2026-05-12 01:20:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344576,-3.991181,517,212,1.88,375,0.96,25.2,93.6,1012.7,95.4,0.141,6.2,"Bon","Nuit","True"
"2026-05-12 01:20:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337945,-3.995051,551,289,3.13,466.1,1.71,25.7,87.8,1011.5,81.7,0.239,8.5,"Bon","Nuit","True"
"2026-05-12 01:20:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.348808,-3.987948,552,476,7.4,469.9,1.5,25.8,88.5,1012.3,98.1,0.054,10.5,"Bon","Nuit","True"
"2026-05-12 01:20:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341338,-3.98909,517,172,1.34,375,1.5,24.6,88.7,1012.5,88.7,0.114,6.4,"Bon","Nuit","True"
"2026-05-12 01:20:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340591,-3.99177,527,147,1.04,400.1,0.49,24.7,90.7,1012.1,91.4,0.813,5.7,"Bon","Nuit","True"
"2026-05-12 01:25:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344576,-3.991173,532,224,2.05,413,0.99,24.3,93.1,1011.9,95.7,0.143,6.8,"Bon","Nuit","True"
"2026-05-12 01:25:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337948,-3.995048,541,256,2.56,437.5,1.26,24.9,89.7,1011.5,83,0.238,7.5,"Bon","Nuit","True"
"2026-05-12 01:25:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.348804,-3.98796,523,454,6.82,390.2,1.41,25.4,90.5,1011.9,98.4,0.054,9.2,"Bon","Nuit","True"
"2026-05-12 01:25:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341325,-3.989097,543,201,1.72,445,1.18,25.5,92.5,1012.6,88.9,0.113,7.1,"Bon","Nuit","True"
"2026-05-12 01:25:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340623,-3.991745,536,171,1.32,424.3,0.48,25.3,91.9,1012.2,91.7,0.813,6.1,"Bon","Nuit","True"
"2026-05-12 01:30:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344581,-3.99119,517,204,1.76,375,1.3,25.3,88.1,1011.4,95.7,0.145,6.4,"Bon","Nuit","True"
"2026-05-12 01:30:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337951,-3.995023,523,295,3.24,389.4,1.49,25.2,89.2,1011.6,82.9,0.243,7.5,"Bon","Nuit","True"
"2026-05-12 01:30:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.348816,-3.987965,536,528,8.94,425,1.75,25.4,90.8,1012.6,98.9,0.053,11,"Bon","Nuit","False"
"2026-05-12 01:30:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341339,-3.989101,537,174,1.36,426.3,1.26,24.9,88.8,1011.7,88.6,0.112,6.8,"Bon","Nuit","True"
"2026-05-12 01:30:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340608,-3.991763,536,148,1.05,424.1,0.59,25,86.8,1012.1,92,0.815,6.1,"Bon","Nuit","True"
"2026-05-12 01:35:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344564,-3.991181,517,197,1.66,375,0.84,25.2,86,1013,94.9,0.144,6,"Bon","Nuit","True"
"2026-05-12 01:35:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337931,-3.995055,548,315,3.62,457.3,1.66,24.8,94.2,1012.2,82.6,0.238,8.6,"Bon","Nuit","True"
"2026-05-12 01:35:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.348813,-3.987961,545,540,9.31,450.5,1.41,25.2,87.2,1011.1,97.8,0.051,11.2,"Bon","Nuit","True"
"2026-05-12 01:35:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341341,-3.989094,538,182,1.46,430.8,1.73,25.4,88.7,1011.3,89.1,0.111,7.3,"Bon","Nuit","True"
"2026-05-12 01:35:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340591,-3.991758,524,154,1.12,393.5,0.43,25.1,86.9,1012.5,92.4,0.81,5.6,"Bon","Nuit","True"
"2026-05-12 01:40:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344587,-3.991186,517,211,1.86,375,0.99,24.7,85.3,1012.5,95.5,0.142,6.2,"Bon","Nuit","True"
"2026-05-12 01:40:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337948,-3.995025,530,276,2.89,409.5,1.31,25.9,93.2,1012.5,81.8,0.239,7.4,"Bon","Nuit","True"
"2026-05-12 01:40:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.348823,-3.987943,534,558,9.91,418.6,1.85,25,86.6,1012.3,98.6,0.054,11.5,"Bon","Nuit","True"
"2026-05-12 01:40:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341343,-3.989066,529,201,1.72,405.8,1.31,24.8,92,1011.6,88.2,0.113,6.8,"Bon","Nuit","True"
"2026-05-12 01:40:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340588,-3.991775,534,157,1.16,418.5,0.47,25.4,89.1,1012,91.3,0.812,6,"Bon","Nuit","True"
"2026-05-12 01:45:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344592,-3.9912,519,189,1.56,380.7,0.99,24.8,88.4,1012,95.7,0.145,6.1,"Bon","Nuit","True"
"2026-05-12 01:45:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337954,-3.995045,523,305,3.42,390.3,1.82,24.4,90.5,1011.4,82.7,0.239,7.8,"Bon","Nuit","True"
"2026-05-12 01:45:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.348808,-3.987956,529,501,8.14,406.6,1.32,24.1,89.6,1011.6,98.3,0.052,10,"Bon","Nuit","True"
"2026-05-12 01:45:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341331,-3.989128,531,183,1.48,411.3,1.56,24.1,90.4,1011.1,88.9,0.112,6.9,"Bon","Nuit","True"
"2026-05-12 01:45:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340584,-3.991758,524,142,0.98,392.1,0.46,25.3,91.1,1011.9,92.4,0.81,5.6,"Bon","Nuit","True"
"2026-05-12 01:50:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344578,-3.991179,517,183,1.48,375,0.89,25.4,88.2,1012,95.5,0.142,6,"Bon","Nuit","True"
"2026-05-12 01:50:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337924,-3.995048,534,296,3.26,418.3,1.66,25.1,88.1,1011.4,82.6,0.239,8,"Bon","Nuit","True"
"2026-05-12 01:50:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.34883,-3.987963,519,480,7.51,380.4,1.67,25.1,87.1,1012.9,97.7,0.052,9.7,"Bon","Nuit","True"
"2026-05-12 01:50:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341345,-3.989104,534,190,1.57,418.4,1.71,24.6,86.8,1013,88.4,0.113,7.2,"Bon","Nuit","True"
"2026-05-12 01:50:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340596,-3.991754,525,157,1.16,396,0.44,24.7,88.9,1012,91.6,0.811,5.7,"Bon","Nuit","True"
"2026-05-12 01:55:00","2026-05-12",1,"Mardi",2,"False","Amphi_Central",5.344568,-3.991198,517,208,1.82,375,0.74,24.5,89,1012.3,95.4,0.142,6,"Bon","Nuit","True"
"2026-05-12 01:55:00","2026-05-12",1,"Mardi",2,"False","Cites_Univ",5.337959,-3.995064,523,254,2.52,389.2,1.57,25.3,91.9,1012.1,82.6,0.238,7.2,"Bon","Nuit","True"
"2026-05-12 01:55:00","2026-05-12",1,"Mardi",2,"False","Parking_Entree",5.348814,-3.987952,517,522,8.75,375,1.14,24.7,92.4,1012.3,98.1,0.053,9.8,"Bon","Nuit","True"
"2026-05-12 01:55:00","2026-05-12",1,"Mardi",2,"False","Restaurant_U",5.341357,-3.989088,550,166,1.26,463.9,1.94,25.2,89,1012.5,88.6,0.112,7.7,"Bon","Nuit","True"
"2026-05-12 01:55:00","2026-05-12",1,"Mardi",2,"False","Zone_Verte",5.340595,-3.991748,517,158,1.17,375,0.52,26,87.2,1011.7,92,0.813,5.5,"Bon","Nuit","True"
"2026-05-12 02:00:00","2026-05-12",2,"Mardi",2,"False","Amphi_Central",5.344594,-3.991192,517,205,1.78,375,1.09,24.2,85.7,1012.5,95.5,0.143,6.3,"Bon","Nuit","True"
"2026-05-12 02:00:00","2026-05-12",2,"Mardi",2,"False","Cites_Univ",5.337936,-3.99503,523,335,4.02,389.6,1.51,25,91.3,1012.3,82,0.239,7.9,"Bon","Nuit","True"
"2026-05-12 02:00:00","2026-05-12",2,"Mardi",2,"False","Parking_Entree",5.348828,-3.98797,536,473,7.32,424.3,1.21,25.5,90,1012.5,98.8,0.053,9.7,"Bon","Nuit","True"
"2026-05-12 02:00:00","2026-05-12",2,"Mardi",2,"False","Restaurant_U",5.341361,-3.98911,537,174,1.36,426.9,1.7,26.2,85.9,1012,88.5,0.112,7.2,"Bon","Nuit","True"
"2026-05-12 02:00:00","2026-05-12",2,"Mardi",2,"False","Zone_Verte",5.340598,-3.991767,527,165,1.25,399.5,0.63,25.5,91.5,1012.1,92.3,0.811,5.9,"Bon","Nuit","True"
"2026-05-12 02:05:00","2026-05-12",2,"Mardi",2,"False","Amphi_Central",5.344568,-3.991196,517,224,2.06,375,0.96,25.7,90.2,1012,95.4,0.144,6.3,"Bon","Nuit","True"
"2026-05-12 02:05:00","2026-05-12",2,"Mardi",2,"False","Cites_Univ",5.337959,-3.995014,534,315,3.62,418.4,2.09,25.6,89.3,1011.6,83.7,0.238,8.5,"Bon","Nuit","True"
"2026-05-12 02:05:00","2026-05-12",2,"Mardi",2,"False","Parking_Entree",5.3488,-3.987938,530,450,6.71,407.8,1.35,25.8,86.9,1011.8,98,0.052,9.3,"Bon","Nuit","True"
"2026-05-12 02:05:00","2026-05-12",2,"Mardi",2,"False","Restaurant_U",5.341346,-3.989095,548,152,1.1,457,1.61,25.6,87.8,1012.6,88.6,0.111,7.3,"Bon","Nuit","True"
"2026-05-12 02:05:00","2026-05-12",2,"Mardi",2,"False","Zone_Verte",5.340585,-3.991769,532,143,1,414.5,0.45,25.9,88.8,1011.4,92.1,0.809,5.8,"Bon","Nuit","True"
